# time (ps)	 sum signal (V)	 MOKE (V)	 field up signal (V) 	 field down signal (V)
200.0	0.0006198451702127961	0.004646158076946849	0.0026330016235798226	-0.0020131564533670265
201.00100100100101	0.0032544597852048537	0.0016538162246657953	0.0024541380049353245	0.0008003217802695292
202.002002002002	-0.002127565203858331	-0.0021146732756242986	-0.0021211192397413148	-6.445964117016145e-06
203.00300300300304	-0.0003996233454819642	-0.003169056695242395	-0.0017843400203621795	0.0013847166748802153
204.00400400400403	0.0026249457433088763	-0.0024885152106415565	6.821526633365993e-05	0.0025567304769752164
205.00500500500502	0.0002862892601350475	-0.010050204664391688	-0.00488195770212832	0.0051682469622633675
206.006006006006	0.0018992847949726999	-0.0038157581709453714	-0.0009582366879863358	0.0028575214829590356
207.00700700700702	-0.004860471845062886	0.00020786872788003397	-0.002326301558591426	-0.00253417028647146
208.008008008008	-0.00509143999965514	-0.008722425674524997	-0.0069069328370900684	0.0018154928374349288
209.00900900900902	0.005782720528738239	-0.007931233997808818	-0.0010742567345352894	0.006856977263273528
210.01001001001	0.00811117131970325	-0.006084050437787411	0.0010135604409579196	0.007097610878745331
211.011011011011	0.004853489861893434	0.002393443288875974	0.003623466575384704	0.0012300232865087302
212.01201201201198	0.004280375017169505	0.001171475566730959	0.002725925291950232	0.001554449725219273
213.01301301301302	0.005771980027050538	-0.0020335683436894514	0.0018692058416805435	0.003902774185369995
214.014014014014	0.00663460694330098	-0.001443799884763508	0.002595403529268736	0.004039203414032244
215.01501501501502	-0.002689400371717582	0.0035369883752433273	0.00042379400176287274	-0.0031131943734804546
216.016016016016	0.0024530644710011595	0.002511074315641043	0.0024820693933211013	-2.9004922319941784e-05
217.01701701701703	-0.0035611593046069867	0.0014405773891126294	-0.0010602909577471786	-0.002500868346859808
218.018018018018	-0.0012805137094705488	-0.00029434581708989715	-0.000787429763280223	-0.0004930839461903258
219.01901901901905	0.0030616292592502703	0.00520799415684034	0.004134811708045305	-0.0010731824487950348
220.02002002002004	0.004501133242474892	0.006219943746461426	0.005360538494468159	-0.0008594052519932671
221.02102102102103	0.0027055141224036072	-0.00016489850259299166	0.0012703078099053078	0.0014352063124982994
222.022022022022	0.0026104424814547417	0.00039102933316155497	0.0015007359073081483	0.0011097065741465933
223.02302302302303	0.0007369406083372375	-0.005025371021191998	-0.00214421520642738	0.0028811558147646176
224.02402402402402	0.007895247101117	-0.00020894443422270377	0.003843151333447148	0.004052095767669852
225.02502502502503	0.0017510380674400812	-0.0008937818621461043	0.0004286281026469885	0.0013224099647930927
226.02602602602602	0.0034945562059552613	0.0006241429349715124	0.002059349570463387	0.0014352066354918745
227.027027027027	0.0015555217831658003	0.008321189085643957	0.0049383554344048786	-0.0033828336512390783
228.028028028028	0.00029219767412383413	0.002133473485999987	0.0012128355800619106	-0.0009206379059380765
229.02902902902906	-0.003678791716308822	0.0047433795378993455	0.0005322939107952618	-0.004211085627104084
230.03003003003005	0.00806068344512486	-0.0043126034324773785	0.0018740400063237406	0.006186643438801119
231.03103103103103	-0.004836301476338109	0.0010334343438160448	-0.001901433566261032	-0.002934867910077077
232.03203203203202	0.002617964012487331	0.007931235665073658	0.005274599838780494	-0.0026566358262931633
233.03303303303304	-0.000762184383461692	-0.0012370060049283343	-0.0009995951941950132	0.00023741081073332115
234.03403403403408	0.000467301335660697	0.0019519236738939627	0.0012096125047773298	-0.0007423111691166329
235.03503503503507	-0.002640521949954004	0.003970451819360336	0.0006649649347031661	-0.0033054868846571703
236.03603603603605	0.004025238393406273	0.003771713347433002	0.0038984758704196376	0.00012676252298663565
237.03703703703704	0.0061968468554088815	0.002724850897568583	0.004460848876488732	0.0017359979789201493
238.03803803803808	0.007542354165899753	-0.00021807574814540487	0.0036621392088771743	0.003880214957022579
239.03903903903904	0.002317168963299159	0.006485286471161629	0.004401227717230394	-0.002084058753931235
240.04004004004003	-0.006519128826298251	0.007063776155919035	0.00027232366481039216	-0.006791452491108643
241.04104104104104	0.0022822577831488264	-0.0008373828396600544	0.000722437471744386	0.0015598203114044404
242.04204204204203	0.004251907437506974	-0.0011408619888506055	0.0015555227243281844	0.00269638471317879
243.043043043043	0.006420294373078018	-0.0007944140627717099	0.002812940155153154	0.003607354217924864
244.044044044044	0.0012665494769806395	-0.004970584950098845	-0.0018520177365591028	0.0031185672135397424
245.04504504504507	0.004470518554739372	-0.0029096250025188175	0.0007804467761102774	0.003690071778629095
246.04604604604606	-0.0010404189338052636	0.004171876068065121	0.0015657285671299287	-0.0026061475009351923
247.04704704704704	0.001152140152760578	0.005268690226683859	0.0032104151897222183	-0.0020582750369616404
248.04804804804806	-9.292327609711215e-05	0.006423515710349215	0.0031652962171260512	-0.0032582194932231634
249.04904904904905	0.0065083827855567655	-0.009940631943905265	-0.0017161245791742497	0.008224507364731015
250.0500500500501	0.009498574021699166	-0.0031368300771371788	0.0031808719722809936	0.006317702049418172
251.05105105105108	-0.0013100562578541378	0.0015324262489810683	0.00011118499556346528	-0.001421241253417603
252.05205205205206	0.009751564432438745	-0.009307896696886479	0.00022183386777613334	0.009529730564662612
253.05305305305305	0.007548800360631838	-0.0035847925582793566	0.001982003901176241	0.005566796459455597
254.0540540540541	0.010371945626303933	-0.005894443530063229	0.002238751048120352	0.00813319457818358
255.05505505505505	0.004258353201766353	-0.009279428100877042	-0.0025105374495553445	0.006768890651321698
256.05605605605604	0.003450511583789038	0.0027286112140369433	0.0030895613989129905	0.00036095018487604727
257.0570570570571	0.00048395279344765063	-0.002968707432455031	-0.0012423773195036902	0.0017263301129513409
258.05805805805807	0.0011113181260135607	-0.00707451389323438	-0.0029815978836104096	0.00409291600962397
259.05905905905905	0.0031368286255403777	7.734618037585905e-05	0.0016070874029581184	0.0015297412225822593
260.0600600600601	-0.0025696214660270375	0.004363629626082853	0.0008970040800279078	-0.0034666255460549453
261.0610610610611	0.010598614425755278	0.0017897104681027717	0.006194162446929025	0.004404451978826253
262.06206206206207	0.0028693397505300464	0.001509329965020019	0.0021893348577750327	0.0006800048927550137
263.06306306306305	-0.005340666089788122	0.00593043229461588	0.0002948831024138787	-0.005635549192202001
264.06406406406404	0.008153069243013785	0.003127695814980961	0.005640382528997373	0.002512686714016412
265.0650650650651	-0.0030755962599685605	-0.0001493214738468307	-0.0016124588669076956	-0.0014631373930608649
266.06606606606607	0.005959977871284564	-0.008467291559022386	-0.001253656843868911	0.007213634715153475
267.06706706706706	0.008305614924169102	-0.0006107175725857499	0.003847448675791676	0.004458166248377426
268.0680680680681	0.00994922658805243	-0.004437218500748087	0.0027560040436521716	0.007193222544400258
269.06906906906903	0.008497905043781215	-0.0035294703438964875	0.0024842173499423637	0.006013687693838851
270.07007007007013	0.003347382979053473	-0.005618361354923898	-0.0011354891879352125	0.004482872166988686
271.07107107107106	0.004655826501680421	0.005959974047432953	0.005307900274556687	-0.000652073772876266
272.07207207207205	-0.004586536967116278	0.006087272747777178	0.00075036789033045	-0.005336904857446728
273.0730730730731	-0.0047095390959537575	-0.0027500960571858746	-0.003729817576569816	-0.0009797215193839415
274.0740740740741	0.0044984481529023596	-0.0020953371747814004	0.0012015554890604796	0.00329689266384188
275.07507507507506	0.0031969872104465613	-0.002047532272251823	0.0005747274690973692	0.002622259741349192
276.0760760760761	-0.0020878174346733863	0.0015453184743608323	-0.00027124948015627703	-0.0018165679545171093
277.0770770770771	-0.004161131873805249	0.0031846334809144256	-0.00048824919644541165	-0.003672882677359837
278.0780780780781	0.0020593489281783423	0.005039336034256367	0.0035493424812173546	-0.0014899935530390124
279.07907907907907	-0.002918219723242285	0.00824975358343287	0.0026657669300952924	-0.005583986653337578
280.08008008008005	0.006016373056215704	0.00379695818373095	0.004906665619973327	0.001109707436242377
281.0810810810811	0.008353417526502205	0.00637034047223109	0.007361878999366647	0.0009915385271355576
282.0820820820821	0.003401096726804595	0.005465817083857391	0.004433456905330993	-0.001032360178526398
283.0830830830831	0.007481657946701255	0.0032813156202143798	0.005381486783457817	0.0021001711632434375
284.0840840840841	0.006257542649055356	0.0029982484269463067	0.004627895538000831	0.0016296471110545246
285.08508508508504	0.0028677257796968156	0.006670594206547066	0.004769159993121941	-0.0019014342134251253
286.08608608608614	0.0040923809587756	-0.0024154670403779624	0.0008384569591988189	0.0032539239995767813
287.08708708708707	-0.0032286783540708755	0.0034059314671126065	8.862655652086548e-05	-0.003317304910591741
288.0880880880881	0.012671393537416592	-0.00862466891431502	0.002023362311550786	0.010648031225865806
289.0890890890891	0.008843815475406018	0.0033113952500250857	0.006077605362715552	0.002766210112690466
290.0900900900901	0.0025889563953082895	-0.0021850376354164702	0.00020195937994590962	0.00238699701536238
291.09109109109113	-0.0014518573963571146	-0.0031126568847910097	-0.002282257140574062	0.0008303997442169475
292.0920920920921	0.005233776096930889	0.005648439107910727	0.005441107602420808	-0.00020733150548991885
293.0930930930931	0.005595263812379875	-0.001963203381191464	0.0018160302155942054	0.0037792335967856694
294.0940940940941	-0.0021114510532889708	0.002320930890841122	0.00010473991877607558	-0.0022161909720650463
295.0950950950951	-0.002859670015050081	0.001577008111420558	-0.0006413309518147614	-0.0022183390632353195
296.0960960960961	0.0019315136555267398	0.008134268319326676	0.005032890987426708	-0.0031013773318999682
297.0970970970971	0.0016317958870578908	-0.00018799462378951692	0.0007219006316341869	0.0009098952554237039
298.0980980980981	-0.0008685363996362161	0.002592717259584404	0.0008620904299740939	-0.00173062682961031
299.09909909909913	0.002421911059518944	0.0022865542601097633	0.0023542326598143537	6.767839970459044e-05
300.1001001001001	-0.00315347891446216	-0.001694639222324601	-0.0024240590683933805	-0.0007294198460687795
301.10110110110105	0.002494423222899167	-0.00752623898656557	-0.0025159078818332015	0.005010331104732368
302.10210210210215	0.0017983040400399997	0.004471054804901731	0.003134679422470865	-0.0013363753824308655
303.1031031031031	-0.0013868656848261135	0.005610841042089212	0.0021119876786315495	-0.003498853363457663
304.1041041041041	0.004379205857664686	0.0014142583767744743	0.0028967321172195803	0.001482473740445106
305.1051051051051	-0.006384845003131363	0.0025744573159838316	-0.0019051938435737659	-0.0044796511595575975
306.1061061061061	0.004922782492653904	-0.005213905597185264	-0.00014556155226568002	0.005068344044919584
307.10710710710714	-0.03733255727042334	0.010027111259892113	-0.013652723005265613	-0.023679834265157726
308.1081081081081	-0.1303851812130867	0.003669117881752809	-0.06335803166566695	-0.06702714954741976
309.1091091091091	-0.1459017396251022	0.00042917233470821103	-0.07273628364519699	-0.0731654559799052
310.1101101101101	-0.2295562433715738	0.01303235789285448	-0.10826194273935966	-0.12129430063221414
311.1111111111111	-0.358447693309797	0.005250441752061047	-0.17659862577886798	-0.18184906753092903
312.11211211211213	-0.4605826711516819	-0.003187862942196251	-0.23188526704693907	-0.22869740410474282
313.1131131131131	-0.5332997488949042	0.0015856926548148964	-0.26585702812004464	-0.26744272077485953
314.11411411411416	-0.5443952100714105	0.005484714319148709	-0.26945524787613084	-0.27493996219527955
315.11511511511515	-0.5076631545206834	-0.0030051336140678453	-0.25533414406737565	-0.2523290104533078
316.11611611611613	-0.4262876263594926	0.01013781886536233	-0.20807490374706514	-0.21821272261242747
317.11711711711706	-0.36186015797755977	-0.0017929021077157659	-0.18182653004263777	-0.180033627934922
318.11811811811816	-0.33715006886401666	-0.0007530624940742525	-0.16895156567904546	-0.1681985031849712
319.11911911911915	-0.33126633917470993	-0.010192575120948205	-0.17072945714782906	-0.16053688202688085
320.12012012012013	-0.30377985892100723	0.0018117062348822766	-0.1509840763430625	-0.15279578257794477
321.1211211211211	-0.2863806732292981	-0.0008755732215620093	-0.14362812322543006	-0.14275255000386805
322.12212212212216	-0.27628588175456603	-0.003951160441231671	-0.14011852109789885	-0.13616736065666718
323.12312312312315	-0.29130826531837195	-0.0003824449233572891	-0.1458453551208646	-0.14546291019750732
324.12412412412414	-0.32354992315164954	-0.00210019911672521	-0.16282506113418738	-0.16072486201746217
325.1251251251251	-0.38100175446506823	-0.003950657143162339	-0.19247620580411529	-0.18852554866095295
326.1261261261261	-0.451290912593309	0.000917319657077087	-0.22518679646811596	-0.22610411612519304
327.12712712712715	-0.476389324229858	-0.014865189492561659	-0.24562725686120984	-0.23076206736864818
