# time (ps)	 sum signal (V)	 MOKE (V)	 field up signal (V) 	 field down signal (V)
290.0	-0.009696129660299757	0.0023349129480778608	-0.003680608356110948	-0.006015521304188809
292.22222222222223	-0.00824945323552062	-0.0003872710393098	-0.00431836213741521	-0.00393109109810541
294.4444444444445	-0.009222021368427535	-0.00015129049098416836	-0.004686655929705852	-0.0045353654387216835
296.6666666666667	-0.008296542173162669	0.00019945579244562417	-0.004048543190358522	-0.0042479989828041465
298.8888888888889	-0.007911777985989854	-8.325626260718977e-05	-0.003997517124298522	-0.003914260861691332
301.1111111111111	-0.008060025631208001	-0.0002640894574847952	-0.004162057544346398	-0.003897968086861603
303.3333333333333	-0.007393981142503003	0.0009315663119211504	-0.0032312074152909265	-0.004162773727212077
305.5555555555555	-0.00841668039806942	0.0014096130022127618	-0.0035035336979283294	-0.004913146700141091
307.77777777777777	-0.007476520532828657	0.0011974462110899697	-0.0031395371608693434	-0.004336983371959313
310.0	-0.008613807139231877	0.00013213491216346185	-0.004240836113534208	-0.0043729710256976695
310.5044247787611	-0.008159751989092134	0.0011218922067188775	-0.0035189298911866285	-0.004640822097905506
311.0088495575221	-0.008870916842684151	-7.842090932741463e-05	-0.004474668876005783	-0.004396247966678368
311.5132743362832	-0.008692410066903467	-0.0017275941345507029	-0.005210002100727085	-0.003482407966176382
312.01769911504425	-0.00637110525854645	0.0009700613581680173	-0.0027005219501892164	-0.0036705833083572337
312.5221238938053	-0.0019263350727010131	0.0005308661203706766	-0.0006977344761651683	-0.0012286005965358449
313.0265486725664	-0.00339950814204637	-0.0012978886471339823	-0.0023486983945901763	-0.001050809747456194
313.53097345132744	-0.00414719488060733	-0.00042236375796456116	-0.0022847793192859456	-0.0018624155613213844
314.0353982300885	-0.0032423083605945813	-0.0001262246456552596	-0.0016842665031249204	-0.0015580418574696608
314.5398230088495	-0.002246107716483703	-0.001459031168195235	-0.001852569442339469	-0.0003935382741442339
315.04424778761063	-0.001201027593240589	0.0017700300941179137	0.00028450125043866237	-0.0014855288436792513
