	Diodesignal	MinusDiode	PlusDiode	ReferenzDiode	chopper	StagePosition	Loops	MagneticField
0	1.0563197260420127	0.13869754712561394	0.013453517966800693	-0.10055374520595681	1	290.0	1	1.6831443515432234
1	1.0650427500443493	0.13907890840138207	0.013718501279718012	-0.10143284500671859	0	290.0	1	1.6823386472017279
2	0.9906571526160887	0.13902161468903498	0.015269011748424639	-0.1005215175153245	1	292.22222222222223	1	1.6823386472017279
3	0.9964492219671189	0.13914336382872544	0.01528870645438073	-0.10148297697040423	0	292.22222222222223	1	1.6839500558943092
4	0.9058082839388985	0.1397932893842986	0.015741684687358815	-0.10054121221562047	1	294.4444444444445	1	1.6815329428698187
5	0.9113854973024926	0.13939402382209695	0.015499976934227413	-0.10185359541987224	0	294.4444444444445	1	1.6831443515432234
6	0.8822425496375579	0.1392382565410029	0.017347698430127796	-0.10057881118782133	1	296.6666666666667	1	1.6802438159586948
7	0.8863354888424673	0.1391791723995506	0.01720804505946976	-0.10188582311096715	0	296.6666666666667	1	1.681049520275273
8	0.8477121867485435	0.1393134545384869	0.015639630303201466	-0.1008384231466323	1	298.8888888888889	1	1.684594619382085
9	0.8523905971664922	0.13931524496709546	0.015818673082395377	-0.1016799239719814	0	298.8888888888889	1	1.6831443515432234
10	0.943808539757219	0.13950323996243508	0.015485653512370866	-0.10088318382851502	1	301.1111111111111	1	1.6833054924126731
11	0.9463330573722886	0.1398863916680376	0.0155662227631234	-0.10161367816331547	0	301.1111111111111	1	1.68249978806926
12	1.0284533214562268	0.13953009639119743	0.015458797094940684	-0.10080082417260543	1	303.3333333333333	1	1.6828220698054746
13	1.0320467342513038	0.13944952710748118	0.01555906105193476	-0.1016208398719964	0	303.3333333333333	1	1.6834666332825066
14	1.0096250597133833	0.14011198566354716	0.01607828511410194	-0.10073636879024224	1	305.5555555555555	1	1.6821775063345792
15	1.0155173947476885	0.14044679579779173	0.016448903668476976	-0.10140777902465925	0	305.5555555555555	1	1.6818552246014322
16	0.9977580288039667	0.1406902940789365	0.01691083404214414	-0.100770386908732	1	307.77777777777777	1	1.681371802004587
17	1.0024901594341857	0.1408317379332087	0.017011097999779193	-0.10173542721851588	0	307.77777777777777	1	1.6841111967656774
18	1.0729797696568018	0.13997054180867882	0.016366543989803733	-0.10081693801887634	1	310.0	1	1.6818552246014322
19	1.077106735111737	0.13994010452469968	0.016472179230656005	-0.10147760568887383	0	310.0	1	1.683627774152724
20	1.0555050731483717	0.1395175633908521	0.016135578803893512	-0.10048212811419896	1	310.0	1	1.6818552246014322
21	1.0566634875965986	0.1393707482510764	0.015967278590685623	-0.10155101320754767	0	310.0	1	1.6821775063345792
