# 0DelaySet	 1:Intensity	 First Row: Wavelength
0.000	1053.262	1059.834	1066.404	1072.972	1079.538	1086.102	1092.665	1099.226	1105.784	1112.341	1118.896	1125.449	1132.001	1138.550	1145.098	1151.644	1158.188	1164.730	1171.270	1177.809	1184.346	1190.881	1197.414	1203.946	1210.475	1217.003	1223.530	1230.054	1236.577	1243.098	1249.617	1256.135	1262.651	1269.165	1275.678	1282.188	1288.698	1295.205	1301.711	1308.215	1314.717	1321.218	1327.717	1334.215	1340.711	1347.205	1353.698	1360.188	1366.678	1373.166	1379.652	1386.137	1392.620	1399.101	1405.581	1412.060	1418.536	1425.012	1431.485	1437.958	1444.428	1450.898	1457.365	1463.832	1470.296	1476.759	1483.221	1489.681	1496.140	1502.597	1509.053	1515.508	1521.960	1528.412	1534.862	1541.311	1547.758	1554.203	1560.648	1567.091	1573.532	1579.973	1586.411	1592.849	1599.285	1605.720	1612.153	1618.585	1625.016	1631.445	1637.873	1644.300	1650.725	1657.149	1663.572	1669.993	1676.414	1682.833	1689.250	1695.667	1702.082	1708.496	1714.908	1721.319	1727.729	1734.138	1740.546	1746.953	1753.358	1759.762	1766.165	1772.566	1778.967	1785.366	1791.764	1798.161	1804.557	1810.951	1817.345	1823.737	1830.128	1836.519	1842.908	1849.295	1855.682	1862.068	1868.453	1874.836	1881.219	1887.600	1893.980	1900.359	1906.737	1913.114	1919.491	1925.866	1932.240	1938.613	1944.985	1951.356	1957.726	1964.095	1970.463	1976.830	1983.196	1989.561	1995.925	2002.288	2008.650	2015.012	2021.372	2027.732	2034.090	2040.448	2046.804	2053.160	2059.515	2065.869	2072.222	2078.574	2084.926	2091.276	2097.626	2103.975	2110.323	2116.670	2123.016	2129.362	2135.707	2142.050	2148.394	2154.736	2161.077	2167.418	2173.758	2180.097	2186.436	2192.773	2199.110	2205.446	2211.781	2218.116	2224.450	2230.783	2237.116	2243.448	2249.779	2256.109	2262.439	2268.768	2275.096	2281.425	2287.751	2294.078	2300.404	2306.729	2313.053	2319.377	2325.700	2332.023	2338.345	2344.667	2350.987	2357.308	2363.627	2369.947	2376.265	2382.583	2388.901	2395.218	2401.534	2407.850	2414.165	2420.480	2426.794	2433.108	2439.422	2445.734	2452.046	2458.358	2464.670	2470.980	2477.291	2483.601	2489.911	2496.219	2502.528
-2010.000	0.000	-0.000	-0.000	0.000	-0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	-0.001	-0.000	0.000	-0.001	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.002	-0.002	-0.002	-0.001	-0.001	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.000	0.000	-0.000	0.001	0.001	0.000	0.002	0.000	0.001	-0.000	0.001	0.000	0.000	0.001	0.000	0.000	-0.000	0.001	0.001	0.000	0.000	0.001	0.000	0.000	0.001	0.001	-0.000	0.001	0.001	-0.000	-0.000	-0.000	-0.000	-0.001	-0.000	0.000	0.000	-0.000	0.000	0.001	0.001	0.001	0.000	-0.000	-0.000	0.001	-0.000	-0.001	0.000	0.001	0.001	0.001	0.000	0.001	-0.000	0.001	0.001	0.001	0.000	0.001	-0.001	0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.001	0.001	0.000	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.001	0.001	-0.000	0.001	0.000	-0.000	-0.001	-0.001	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.001	-0.000	0.000	0.001	0.001	-0.000	-0.000	0.001	0.001	0.001	0.001	0.001	0.000	0.001	0.001	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	-0.000	-0.000	0.000	0.000	-0.000	0.000	-0.000	0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	0.000	-0.001	-0.000	-0.001	0.000	-0.000	-0.000	0.000	0.001	0.000	0.001	0.000	-0.000	0.001	0.001	0.001	0.000	0.001	0.000
-2009.949	-0.000	0.000	-0.001	-0.000	-0.000	-0.000	-0.000	0.001	0.000	-0.000	-0.000	-0.000	-0.002	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.002	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	0.000	-0.001	-0.001	-0.001	-0.001	-0.002	-0.000	-0.001	-0.001	-0.001	0.000	-0.001	-0.001	0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.001	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000	0.000	-0.001	-0.001	0.000	0.000	-0.001	-0.001	-0.000	-0.000	-0.001	-0.000	-0.001	-0.001	-0.000	0.000	0.001	-0.000	-0.001	0.000	-0.001	-0.001	-0.001	-0.000	-0.000	-0.001	-0.002	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	0.000	-0.001	0.000	-0.000	-0.001	-0.001	0.000	0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.001	0.000	-0.000	-0.000	0.000	0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	0.000	0.000	0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	-0.000	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.001	-0.000	-0.002	-0.001	-0.000	-0.001	-0.002	-0.000	-0.000	-0.001
-2009.899	0.002	0.001	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	-0.000	0.000	0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	0.000	0.001	0.001	0.001	-0.000	0.000	0.001	0.001	0.002	0.001	0.002	0.001	0.002	0.001	0.001	0.002	0.001	0.001	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.002	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.000	0.001	0.001	0.002	0.001	0.002	0.002	0.002	0.001	0.003	0.001	0.002	0.002	0.001	0.000	0.000	0.001	0.001	0.001	0.000	0.002	0.002	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.000	0.001	-0.000	0.001	0.001	0.000	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.000	0.001	0.002	0.002	0.000	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.001	0.001	0.001	0.001	0.000	0.000	0.001	0.001	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.002	0.001	0.000	0.001	0.001	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.001	0.000	0.001	0.001	0.001	0.001	0.001	0.000	0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	0.000	0.001	0.002	0.001	0.001	0.001	0.001	0.000	0.001	0.001	0.001	0.001	0.002	0.001	0.000	0.001	0.001	0.001	0.001	0.001
-2009.848	-0.000	-0.001	0.000	-0.000	-0.000	0.000	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.002	-0.002	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	0.000	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	0.000	-0.000	-0.001	0.001	0.001	-0.000	-0.000	-0.000	0.001	-0.001	-0.000	-0.000	-0.001	0.000	-0.001	0.000	-0.000	-0.001	-0.001	0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	0.000	0.000	-0.001	-0.000	-0.001	-0.002	-0.001	0.001	-0.000	0.000	-0.001	0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	0.000	-0.001	-0.000	-0.000	-0.001	0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	0.001	0.000	-0.000	-0.000	-0.001	-0.000	-0.001	-0.001	-0.000	0.000	-0.001	0.000	-0.001	-0.000	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.002	-0.000	-0.001	-0.000	-0.000	0.000	0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.000	0.000	0.000	0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.001	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	0.000	-0.000	-0.001	0.001	-0.001
-2009.798	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.000	-0.002	-0.002	-0.001	-0.001	-0.001	-0.001	-0.002	-0.002	-0.001	-0.002	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.002	-0.000	-0.001	-0.000	-0.002	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.002	-0.002	-0.002	-0.001	-0.001	-0.002	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.002	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.002	0.000	-0.002	-0.002	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.000	-0.002	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.003	-0.001	-0.003	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.002	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.002	-0.001	-0.002	-0.001	-0.000	-0.002	-0.001	-0.001	-0.002	-0.001	-0.002	-0.001	-0.002	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001
-2009.747	0.001	0.000	-0.000	-0.000	0.000	0.001	0.001	0.000	-0.000	0.001	-0.000	0.001	0.000	0.000	0.000	-0.000	0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.002	-0.002	-0.001	-0.001	-0.001	-0.001	0.000	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	0.001	-0.000	-0.000	-0.000	-0.001	0.000	0.000	-0.000	0.001	0.000	-0.001	0.000	0.001	0.001	0.000	0.001	0.000	-0.000	-0.000	0.000	-0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.001	0.001	0.000	-0.000	0.001	0.000	0.001	0.001	0.000	0.000	0.001	0.000	0.001	-0.000	-0.000	-0.001	0.000	0.000	-0.001	0.000	0.000	0.000	0.000	-0.000	0.001	-0.001	0.001	0.000	0.000	0.000	-0.000	-0.001	-0.000	-0.000	0.000	-0.000	0.000	-0.001	0.000	0.000	0.000	0.001	0.000	-0.001	-0.000	-0.001	0.000	-0.000	-0.000	0.001	0.001	-0.000	-0.001	0.000	0.000	0.001	-0.000	0.000	-0.000	-0.000	0.000	-0.000	-0.001	0.000	-0.000	0.001	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	-0.000	-0.000	0.000	-0.000	0.000	0.000	0.000	0.000	-0.000	0.001	0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	0.000	0.001	0.000	-0.001	0.000	-0.001	-0.000	0.000	-0.001	-0.000	-0.000	-0.001	-0.000	-0.000	0.000
-2009.697	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.000	-0.001	-0.001	-0.002	-0.001	-0.001	-0.002	-0.001	-0.002	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.002	-0.002	-0.002	-0.001	-0.002	-0.002	-0.002	-0.001	-0.002	-0.001	-0.002	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.002	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.002	-0.001	-0.002	-0.002	-0.002	-0.001	-0.001	-0.002	-0.002	-0.001	-0.002	-0.001	-0.002	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.002	-0.002	-0.002	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.002	-0.002	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.002	-0.001	-0.002	-0.001	-0.001	-0.001	-0.002	-0.002	-0.000	-0.002	-0.001	-0.002	-0.002	-0.001	-0.002	-0.001	-0.002	-0.002	-0.001	-0.002	-0.001	-0.001	-0.002	-0.001	-0.002	-0.001	-0.001	-0.002	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	0.000	-0.000	-0.000	-0.000	0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.002	-0.002	-0.001	-0.002	-0.001	-0.002	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000
-2009.646	-0.001	-0.000	-0.001	-0.002	0.000	-0.001	-0.000	-0.000	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.002	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	0.000	-0.001	-0.001	0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.002	-0.001	-0.002	-0.001	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	0.000	-0.000	0.000	-0.001	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.000	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.000	-0.001	-0.000	-0.000	0.000	-0.001	0.000	-0.001	-0.001	0.000	-0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.002	-0.002	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.001	-0.000	0.000	-0.001	-0.001	0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000	-0.001	-0.000	-0.001	-0.001	-0.000	-0.001	-0.000	0.001	-0.001
-2009.596	-0.000	-0.001	-0.000	-0.001	-0.000	-0.001	0.000	-0.001	-0.001	-0.001	-0.000	-0.002	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.002	-0.001	-0.003	-0.001	-0.001	-0.001	-0.001	-0.002	-0.002	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.000	-0.001	-0.001	-0.002	-0.001	-0.000	-0.003	-0.001	-0.001	-0.002	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.002	-0.000	-0.001	-0.002	-0.001	-0.001	-0.002	-0.000	-0.001	-0.001	-0.002	-0.001	-0.002	-0.001	-0.001	-0.000	-0.001	-0.002	-0.001	-0.001	-0.002	-0.002	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000	-0.001	-0.000	-0.001	-0.002	-0.000	-0.001	-0.002	-0.001	-0.001	-0.001	-0.000	-0.001	-0.000	-0.001	-0.001	-0.001	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	-0.002	-0.001	-0.000	0.001	-0.001	-0.001	-0.002	-0.001	-0.002	-0.001	-0.002	-0.001	-0.002	-0.001	-0.000	0.000	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000	0.000	0.000	0.000	0.001	0.001	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	-0.001	-0.001	-0.000	-0.000	-0.001	-0.001	-0.001	-0.001	-0.001	-0.000	-0.000	-0.000	-0.000	-0.001	-0.000	-0.002	-0.001	-0.001	-0.000	-0.001	-0.002
