# time (ps)	 sum signal (V)	 MOKE (V)	 B plus signal (V) 	 B minus signal (V)
200.0	nan	nan	0.0032700437973822716	nan
201.00100100100101	nan	nan	0.0022833360988588902	nan
202.002002002002	nan	nan	0.0013105952863147197	nan
203.00300300300304	nan	nan	0.0032915303029394938	nan
204.00400400400403	nan	nan	0.0024409833070582754	nan
205.00500500500502	nan	nan	0.003240770503393331	nan
206.006006006006	nan	nan	0.0030183989136364775	nan
207.00700700700702	nan	nan	0.004101253117479831	nan
208.008008008008	nan	nan	0.0009324564312531147	nan
209.00900900900902	nan	nan	0.0019132556483587027	nan
210.01001001001	nan	nan	0.0024630082233005335	nan
211.011011011011	nan	nan	0.0033250999558132044	nan
212.01201201201198	nan	nan	0.001434134475479465	nan
213.01301301301302	nan	nan	0.00031744947153178327	nan
214.014014014014	nan	nan	0.0007466112547560022	nan
215.01501501501502	nan	nan	0.002728889487104036	nan
216.016016016016	nan	nan	0.0011951136556584974	nan
217.01701701701703	nan	nan	0.003305226325050148	nan
218.018018018018	nan	nan	0.0035458655881535073	nan
219.01901901901905	nan	nan	0.0023958699020326657	nan
220.02002002002004	nan	nan	0.0024353498592297185	nan
221.02102102102103	nan	nan	0.0012077408350599228	nan
222.022022022022	nan	nan	0.00035074757301378767	nan
223.02302302302303	nan	nan	0.0018802198999877673	nan
224.02402402402402	nan	nan	0.0012993168170710168	nan
225.02502502502503	nan	nan	0.002850275773568278	nan
226.02602602602602	nan	nan	0.002606426428356401	nan
227.027027027027	nan	nan	0.003686862818158554	nan
228.028028028028	nan	nan	0.0016315313150663258	nan
229.02902902902906	nan	nan	0.003217415023935799	nan
230.03003003003005	nan	nan	0.00316046947200882	nan
231.03103103103103	nan	nan	0.003430917747067219	nan
232.03203203203202	nan	nan	0.0007425799662899579	nan
233.03303303303304	nan	nan	0.0026034668681857442	nan
234.03403403403408	nan	nan	0.0015608951091403145	nan
235.03503503503507	nan	nan	0.0017526490203186862	nan
236.03603603603605	nan	nan	0.005714255328492179	nan
237.03703703703704	nan	nan	0.0038783468663548537	nan
238.03803803803808	nan	nan	0.003872972084875026	nan
239.03903903903904	nan	nan	0.006206529775615421	nan
240.04004004004003	nan	nan	0.005296633332319056	nan
241.04104104104104	nan	nan	0.004669533855379104	nan
242.04204204204203	nan	nan	0.0024874426756276713	nan
243.043043043043	nan	nan	0.003387675261729506	nan
244.044044044044	nan	nan	0.004403926599213737	nan
245.04504504504507	nan	nan	0.0028201961690397237	nan
246.04604604604606	nan	nan	0.0036060176947292355	nan
247.04704704704704	nan	nan	0.0004753603627397629	nan
248.04804804804806	nan	nan	0.005217406837523031	nan
249.04904904904905	nan	nan	0.0013175813112260015	nan
250.0500500500501	nan	nan	0.003993556413823263	nan
251.05105105105108	nan	nan	0.0045553968487917484	nan
252.05205205205206	nan	nan	0.0035950069614369973	nan
253.05305305305305	nan	nan	0.002781524198930907	nan
254.0540540540541	nan	nan	0.0037010856079321974	nan
255.05505505505505	nan	nan	0.004440717127446647	nan
256.05605605605604	nan	nan	0.0037480844779348987	nan
257.0570570570571	nan	nan	0.005409700815618479	nan
258.05805805805807	nan	nan	0.004503829815397986	nan
259.05905905905905	nan	nan	0.0008398010280575852	nan
260.0600600600601	nan	nan	0.0033573305042162715	nan
261.0610610610611	nan	nan	0.002772127063902563	nan
262.06206206206207	nan	nan	0.004111989949827144	nan
263.06306306306305	nan	nan	0.005880493727412617	nan
264.06406406406404	nan	nan	0.005223854896072244	nan
265.0650650650651	nan	nan	0.001016785245083529	nan
266.06606606606607	nan	nan	0.003993821749035953	nan
267.06706706706706	nan	nan	0.002373301856687826	nan
268.0680680680681	nan	nan	0.0033165030580730726	nan
269.06906906906903	nan	nan	-2.7928781047903417e-05	nan
270.07007007007013	nan	nan	0.004859138541164876	nan
271.07107107107106	nan	nan	0.002170808334220675	nan
272.07207207207205	nan	nan	0.0025180596367447294	nan
273.0730730730731	nan	nan	0.0011540215649293861	nan
274.0740740740741	nan	nan	0.000824492799150145	nan
275.07507507507506	nan	nan	0.000870953237304184	nan
276.0760760760761	nan	nan	0.0034889224613772196	nan
277.0770770770771	nan	nan	0.0038794157290620856	nan
278.0780780780781	nan	nan	0.0030831215069687112	nan
279.07907907907907	nan	nan	0.002436148493745016	nan
280.08008008008005	nan	nan	0.0021452940284792943	nan
281.0810810810811	nan	nan	0.004323889205764542	nan
282.0820820820821	nan	nan	0.00013696845421745651	nan
283.0830830830831	nan	nan	0.004815094816861376	nan
284.0840840840841	nan	nan	0.0017300939902873957	nan
285.08508508508504	nan	nan	0.0009727388623552713	nan
286.08608608608614	nan	nan	0.0027248581227318214	nan
287.08708708708707	nan	nan	0.0012832014728531016	nan
288.0880880880881	nan	nan	0.001442731219962634	nan
289.0890890890891	nan	nan	0.0045806398619681055	nan
290.0900900900901	nan	nan	0.00213159462643836	nan
291.09109109109113	nan	nan	0.00364844847520035	nan
292.0920920920921	nan	nan	0.0017045809288345204	nan
293.0930930930931	nan	nan	8.191489366404792e-05	nan
294.0940940940941	nan	nan	0.004175643843594923	nan
295.0950950950951	nan	nan	3.759829207600207e-05	nan
