# 0Wavelength	 1Intensity
1053.262	724.434
1059.834	644.395
1066.404	760.171
1072.972	563.842
1079.538	718.171
1086.102	616.763
1092.665	676.250
1099.226	702.566
1105.784	725.342
1112.341	820.079
1118.896	755.395
1125.449	679.434
1132.001	577.342
1138.550	759.461
1145.098	747.921
1151.644	579.961
1158.188	823.487
1164.730	642.987
1171.270	609.329
1177.809	740.382
1184.346	530.224
1190.881	848.658
1197.414	663.500
1203.946	563.737
1210.475	754.263
1217.003	601.605
1223.530	632.579
1230.054	626.842
1236.577	680.789
1243.098	680.382
1249.617	570.645
1256.135	692.921
1262.651	602.553
1269.165	620.579
1275.678	817.566
1282.188	472.342
1288.698	591.474
1295.205	667.000
1301.711	706.461
1308.215	601.053
1314.717	689.224
1321.218	648.250
1327.717	699.961
1334.215	684.711
1340.711	605.605
1347.205	660.526
1353.698	767.618
1360.188	657.039
1366.678	618.592
1373.166	624.724
1379.652	711.776
1386.137	525.895
1392.620	722.947
1399.101	611.803
1405.581	637.895
1412.060	600.421
1418.536	635.921
1425.012	661.803
1431.485	637.039
1437.958	691.658
1444.428	595.026
1450.898	684.539
1457.365	606.421
1463.832	653.513
1470.296	560.605
1476.759	636.553
1483.221	635.263
1489.681	744.158
1496.140	666.395
1502.597	570.316
1509.053	702.842
1515.508	774.329
1521.960	511.566
1528.412	767.211
1534.862	606.895
1541.311	643.250
1547.758	589.566
1554.203	700.961
1560.648	669.947
1567.091	716.868
1573.532	637.711
1579.973	631.408
1586.411	744.974
1592.849	637.961
1599.285	534.145
1605.720	840.184
1612.153	620.974
1618.585	533.171
1625.016	682.263
1631.445	701.329
1637.873	665.382
1644.300	654.039
1650.725	690.145
1657.149	628.526
1663.572	652.579
1669.993	661.697
1676.414	631.132
1682.833	754.118
1689.250	720.263
1695.667	627.605
1702.082	685.368
1708.496	593.579
1714.908	698.105
1721.319	826.842
1727.729	657.434
1734.138	612.447
1740.546	665.197
1746.953	647.092
1753.358	606.789
1759.762	700.303
1766.165	664.724
1772.566	703.132
1778.967	716.171
1785.366	525.816
1791.764	720.829
1798.161	612.763
1804.557	599.711
1810.951	578.539
1817.345	650.645
1823.737	812.789
1830.128	597.316
1836.519	604.013
1842.908	641.921
1849.295	724.934
1855.682	625.592
1862.068	696.197
1868.453	640.947
1874.836	637.724
1881.219	542.184
1887.600	632.382
1893.980	567.329
1900.359	806.750
1906.737	606.408
1913.114	750.934
1919.491	554.171
1925.866	699.263
1932.240	596.053
1938.613	652.737
1944.985	673.645
1951.356	674.934
1957.726	571.447
1964.095	700.066
1970.463	646.289
1976.830	621.829
1983.196	679.618
1989.561	695.658
1995.925	654.329
2002.288	639.105
2008.650	727.211
2015.012	539.145
2021.372	741.368
2027.732	717.237
2034.090	579.618
2040.448	745.132
2046.804	610.882
2053.160	654.039
2059.515	669.803
2065.869	601.816
2072.222	735.474
2078.574	674.079
2084.926	747.184
2091.276	727.079
2097.626	604.697
2103.975	651.224
2110.323	702.447
2116.670	765.500
2123.016	828.671
2129.362	629.066
2135.707	612.961
2142.050	696.658
2148.394	608.355
2154.736	796.776
2161.077	626.118
2167.418	612.329
2173.758	687.855
2180.097	684.855
2186.436	607.474
2192.773	750.776
2199.110	619.105
2205.446	696.526
2211.781	727.421
2218.116	724.263
2224.450	646.250
2230.783	744.408
2237.116	643.947
2243.448	500.395
2249.779	729.539
2256.109	722.211
2262.439	563.803
2268.768	639.711
2275.096	612.816
2281.425	700.421
2287.751	631.197
2294.078	700.329
2300.404	671.132
2306.729	671.197
2313.053	676.750
2319.377	752.829
2325.700	475.421
2332.023	787.592
2338.345	499.711
2344.667	844.987
2350.987	701.342
2357.308	527.592
2363.627	627.079
2369.947	816.658
2376.265	578.276
2382.583	753.711
2388.901	693.908
2395.218	682.276
2401.534	721.737
2407.850	696.921
2414.165	616.539
2420.480	677.526
2426.794	704.763
2433.108	694.000
2439.422	659.039
2445.734	629.250
2452.046	670.382
2458.358	644.447
2464.670	630.395
2470.980	667.224
2477.291	683.447
2483.601	610.079
2489.911	808.553
2496.219	656.316
2502.528	699.789
