	Diodesignal	MinusDiode	PlusDiode	ReferenzDiode	chopper	StagePosition	Loops	MagneticField
0	-0.24688320012607234	0.10082783795542352	-0.009315709574929967	-0.09919874982991954	1.0	200.0	1.0	0.05660283038132575
1	-0.24941844442179573	0.10083750626777768	-0.009308189778550875	-0.09977132847877473	0.0	200.0	1.0	0.05676396890302303
2	-0.2668804783426686	0.10072900631396334	-0.008805437686771148	-0.09905694798751007	1.0	201.00100100100101	1.0	0.057408522990628146
3	-0.2730177034639376	0.10069248157758522	-0.00903210583071122	-0.09995824908858665	0.0	201.00100100100101	1.0	0.055797137774061846
4	-0.14218296722027687	0.10132951595965749	-0.00900095238910404	-0.09922345772620762	1.0	202.002002002002	1.0	0.057569661512733565
5	-0.13772910040460637	0.1013091050771552	-0.009343640246281567	-0.10005708067502975	0.0	202.002002002002	1.0	0.0572473844686044
6	-0.13141462230559403	0.10086328843504395	-0.00921687796722404	-0.0992664279810742	1.0	203.00300300300304	1.0	0.05644169185971
7	-0.13298411061978987	0.10079990727457296	-0.009344714502771799	-0.09993139267950545	0.0	203.00300300300304	1.0	0.05789193855718961
8	-0.26783119493846064	0.10117267444212812	-0.009104081023685722	-0.09902794306506016	1.0	204.00400400400403	1.0	0.0572473844686044
9	-0.26794399186803325	0.10099757055636877	-0.009272739310530251	-0.09987553134725426	0.0	204.00400400400403	1.0	0.057569661512733565
10	-0.1912163196691195	0.1007440459117032	-0.009347937272875652	-0.09936096254276987	1.0	205.00500500500502	1.0	0.05483030664803071
11	-0.18684839392934716	0.10075908550889545	-0.009440323341025184	-0.0999238728844838	0.0	205.00500500500502	1.0	0.05531372221068043
12	-0.24364861459107304	0.1010609517170639	-0.009366199635395485	-0.09950491289731551	1.0	206.006006006006	1.0	0.05515258368971592
13	-0.2426635219289744	0.10118234275452376	-0.009430655031637149	-0.10010649646859318	0.0	206.006006006006	1.0	0.05821421560197277
14	-0.171183589494764	0.1007956102460695	-0.009584273725950991	-0.09910528952406354	1.0	207.00700700700702	1.0	0.055958276295351723
15	-0.168133775720319	0.10081816964231147	-0.009621872707163632	-0.1001967340039934	0.0	207.00700700700702	1.0	0.05628055333817578
16	-0.18636068088209887	0.1007569369952548	-0.010023644676538586	-0.09920949239280888	1.0	208.008008008008	1.0	0.05692510742480188
17	-0.17869478815618361	0.10077197659265984	-0.010078431763592514	-0.09989379370622396	0.0	208.008008008008	1.0	0.05531372221068043
18	-0.09978851551415452	0.10079775875986943	-0.009919441786614022	-0.09938674469640998	1.0	209.00900900900902	1.0	0.05660283038132575
19	-0.1007499748095068	0.10078701618983218	-0.010091322843339402	-0.10009682816067624	0.0	209.00900900900902	1.0	0.05692510742480188
20	-0.20162801082168724	0.10065595684022763	-0.01028898605804923	-0.0994512000788363	1.0	210.01001001001	1.0	0.057569661512733565
21	-0.20449520057701606	0.10054638262972454	-0.01047375819369933	-0.09999155103604931	0.0	210.01001001001	1.0	0.05644169185971
22	-0.22020082618687445	0.1007204122583092	-0.009701367695863432	-0.09909669547377521	1.0	211.011011011011	1.0	0.05708624594666232
23	-0.22588041866936162	0.10053026877526254	-0.009919441786794944	-0.10012905585247925	0.0	211.011011011011	1.0	0.0572473844686044
24	-0.2430395114176006	0.10105020914750917	-0.009654100405593178	-0.09914825977969986	1.0	212.01201201201198	1.0	0.055797137774061846
25	-0.24709482825458606	0.10103839232078161	-0.009755080525854535	-0.09983900663033125	0.0	212.01201201201198	1.0	0.05515258368971592
26	-0.31201534893178534	0.1008890706020157	-0.009646580609226015	-0.0991708191635967	1.0	213.01301301301302	1.0	0.057408522990628146
27	-0.31556683977332045	0.10084824883710815	-0.009814164639537677	-0.09997758570315345	0.0	213.01301301301302	1.0	0.05611941481672303
28	-0.19379560929360326	0.10092774385321684	-0.009816313152855477	-0.09923097752040431	1.0	214.014014014014	1.0	0.05660283038132575
29	-0.1945153608183234	0.10089659040106261	-0.009888288345151187	-0.10002270447110953	0.0	214.014014014014	1.0	0.05628055333817578
30	-0.20580579275711108	0.10094278345054022	-0.00985391213384329	-0.09919982408645235	1.0	215.01501501501502	1.0	0.05418575256563456
31	-0.20703796457190918	0.10087617951896963	-0.009925887326365816	-0.09997221442143217	0.0	215.01501501501502	1.0	0.055635999252853355
32	-0.3093877189014034	0.10075156571021052	-0.009593942035722357	-0.0992245319826284	1.0	216.016016016016	1.0	0.054669168127309924
33	-0.3098249411438954	0.10062695190211494	-0.009771194375456942	-0.10027193195016543	0.0	216.016016016016	1.0	0.05708624594666232
34	-0.39263504536022925	0.10093311513774154	-0.009903327937613485	-0.0990881014224409	1.0	217.01701701701703	1.0	0.05773080003492071
35	-0.39163813574424206	0.10093741216584139	-0.009992491236058304	-0.09990668478255625	0.0	217.01701701701703	1.0	0.05676396890302303
36	-0.36310374586020133	0.10088907060273498	-0.009373719431552225	-0.09913751721611196	1.0	218.018018018018	1.0	0.05660283038132575
37	-0.36412321485352195	0.10082354092755857	-0.009553120284719874	-0.10001840744542376	0.0	218.018018018018	1.0	0.0572473844686044
38	-0.2486976180931738	0.10115441207381298	-0.009279184850366044	-0.0992836160835275	1.0	219.01901901901905	1.0	0.05402461404523832
39	-0.25044328403389016	0.10124787242958325	-0.009407021386418645	-0.10005385790636587	0.0	219.01901901901905	1.0	0.057569661512733565
40	-0.20341449903019324	0.10136174366888939	-0.009285630389917933	-0.09923634880249747	1.0	220.02002002002004	1.0	0.055958276295351723
41	-0.21454057059765985	0.10109962496817425	-0.009487590631320349	-0.10001948170218351	0.0	220.02002002002004	1.0	0.05676396890302303
42	-0.2474192547122018	0.10107384280142112	-0.00952411535586532	-0.09931476951777597	1.0	221.02102102102103	1.0	0.05708624594666232
43	-0.25139400243378296	0.10094063493693538	-0.009687402360290295	-0.09979173935008816	0.0	221.02102102102103	1.0	0.05676396890302303
44	-0.22717167434872246	0.1013402585293188	-0.009239437355648437	-0.09922668049516603	1.0	222.022022022022	1.0	0.054669168127309924
45	-0.2283050146912557	0.10134133278590239	-0.009343640246416913	-0.10003774406082089	0.0	222.022022022022	1.0	0.05547486073172622
46	-0.20617856037189167	0.10116085761538539	-0.00904607116682286	-0.09910421526800663	1.0	223.02302302302303	1.0	0.057408522990628146
47	-0.20429753782702675	0.10111359030854618	-0.009079373121747525	-0.09982289278467756	0.0	223.02302302302303	1.0	0.055958276295351723
48	-0.22868852439163415	0.10107276854457575	-0.009639060812929562	-0.09922345772563841	1.0	224.02402402402402	1.0	0.057408522990628146
49	-0.23337228126871282	0.10100723886889951	-0.009637986556059236	-0.09988734816794238	0.0	224.02402402402402	1.0	0.05628055333817578
50	-0.20718191489472979	0.10124357540172443	-0.00915027405759002	-0.09925890818687126	1.0	225.02502502502503	1.0	0.05515258368971592
51	-0.21006306970889788	0.10111466456533513	-0.009230843302855521	-0.09984652642537153	0.0	225.02502502502503	1.0	0.055797137774061846
52	-0.13272628862788924	0.10138430306531282	-0.009165313650151687	-0.09927394777602676	1.0	226.02602602602602	1.0	0.05660283038132575
53	-0.13836613434601855	0.10130480804883689	-0.00919431857857077	-0.1000699717518807	0.0	226.02602602602602	1.0	0.05499144516883269
54	-0.27376108928412374	0.1010201299521024	-0.009279184850425169	-0.09915470531849885	1.0	227.027027027027	1.0	0.05434689108611188
55	-0.28447786838469796	0.1010276497510224	-0.009385536254192528	-0.10021821913185333	0.0	227.027027027027	1.0	0.05483030664803071
56	-0.2114069653238117	0.10133381298731871	-0.008335987549676512	-0.09904513116731446	1.0	228.028028028028	1.0	0.055797137774061846
57	-0.2111018764691887	0.10122101600548614	-0.008327393496558396	-0.1000108876508602	0.0	228.028028028028	1.0	0.0572473844686044
58	-0.16858603747432305	0.10121457046383282	-0.008815105996800864	-0.09922023495683305	1.0	229.02902902902906	1.0	0.055635999252853355
59	-0.16985795666881323	0.10120597640810322	-0.008869893083210477	-0.09993891247375827	0.0	229.02902902902906	1.0	0.05660283038132575
60	-0.18273613917522857	0.1014863574764875	-0.008749576343385423	-0.09927394777586193	1.0	230.03003003003005	1.0	0.05676396890302303
61	-0.18424869171392078	0.10140149117643692	-0.008903195038247817	-0.0999131303207176	0.0	230.03003003003005	1.0	0.05547486073172622
62	-0.21629268225208856	0.10140793671835961	-0.009471476782312072	-0.09919445280351916	1.0	231.03103103103103	1.0	0.05515258368971592
63	-0.21110617311315616	0.10135100109853215	-0.009533783665852865	-0.10003022426588887	0.0	231.03103103103103	1.0	0.05547486073172622
