	Diodesignal	MinusDiode	PlusDiode	ReferenzDiode	chopper	StagePosition	Loops	MagneticField
0	-0.8245956640323455	0.1451049537595731	0.019432204007992167	-0.10244971818541862	1	190.0	1	5.274963703031238
1	-0.8275017973204654	0.14511462207368175	0.01945315201377736	-0.1016730308280298	0	190.0	1	5.274963703031238
2	-0.7764934012442286	0.14497040305208908	0.019945430142662358	-0.1024255474174482	1	191.0434782608696	1	5.274963703031238
3	-0.7817851896088331	0.14505016664511106	0.019979269228436278	-0.1017366805180385	0	191.0434782608696	1	5.274963703031238
4	-0.7347875363451694	0.1445466086111222	0.019405616155865755	-0.10242635310947516	1	192.08695652173913	1	5.274963703031238
5	-0.7392220674439186	0.1444829588752963	0.019499076488127567	-0.10167141944398506	0	192.08695652173913	1	5.274963703031238
6	-0.7317669956367243	0.14484713204546412	0.019385473843276418	-0.10253431587474683	1	193.13043478260866	1	5.274963703031238
7	-0.7350074904796877	0.14488097114545526	0.01949907648806016	-0.10177938220936122	0	193.13043478260866	1	5.274963703031238
8	-0.7425479657737009	0.14487371990963627	0.019527275726190247	-0.10259877125689615	1	194.17391304347825	1	5.274963703031238
9	-0.74492234127106	0.14477059122418173	0.019619930365638503	-0.10172459513405124	0	194.17391304347825	1	5.274963703031238
10	-0.7782425589983873	0.14492286717336547	0.019877751970751055	-0.10263583310183157	1	195.21739130434784	1	5.274963703031238
11	-0.7815176990966318	0.14495992904471355	0.019993771693641502	-0.10162549498320579	0	195.21739130434784	1	5.274963703031238
12	-0.8196454880444592	0.14529912573694678	0.0202032517487554	-0.10249967110663301	1	196.26086956521738	1	5.274963703031238
13	-0.8249243860960018	0.14535230146555123	0.020389366721118553	-0.10167947636637212	0	196.26086956521738	1	5.274963703031238
14	-0.8471075222426749	0.14497845998004177	0.019083339148313682	-0.10226118619234956	1	197.30434782608697	1	5.274963703031238
15	-0.8528569452192662	0.14508078297322752	0.019225141030770863	-0.10168511621264016	0	197.30434782608697	1	5.274963703031238
16	-0.8792901116889513	0.14491642163070695	0.019398364922573047	-0.10259796556508251	1	198.34782608695653	1	5.274963703031238
17	-0.8815299375910653	0.14501552185175895	0.019503104949748246	-0.10164966575184531	0	198.34782608695653	1	5.274963703031238
18	-0.8631077731786378	0.1460363347009363	0.019594953896533315	-0.10272123648318898	1	199.3913043478261	1	5.274963703031238
19	-0.8650648008536248	0.14605083717237918	0.01972950454758435	-0.10168511621243148	0	199.3913043478261	1	5.274963703031238
20	-0.906695752826086	0.14592756616456765	0.02020728021137149	-0.10261971925647834	1	200.43478260869566	1	5.274963703031238
21	-0.9115315213592302	0.14593884586442357	0.020367613023101316	-0.10172781790338777	0	200.43478260869566	1	5.274963703031238
22	-0.8887868130901581	0.1444515368542168	0.01932182413305491	-0.10240218234100168	1	201.47826086956522	1	5.274963703031238
23	-0.8909154533720379	0.14458125340326805	0.01927670535222245	-0.10168995036632117	0	201.47826086956522	1	5.274963703031238
24	-0.8601557159164183	0.14529832004499135	0.019515190337550233	-0.10260038264105485	1	202.52173913043478	1	5.274963703031238
25	-0.8645443241830416	0.14544495614345002	0.019661826375603465	-0.10171009267294803	0	202.52173913043478	1	5.274963703031238
26	-0.8954458631370005	0.14525964678763637	0.0194894081772415	-0.10256090372005792	1	203.56521739130434	1	5.274963703031238
27	-0.8992922407657865	0.14536841532275266	0.019499076486929848	-0.10161743806052226	0	203.56521739130434	1	5.274963703031238
28	-0.8097813947307028	0.1433872165990095	0.018575752862780005	-0.10252545325982051	1	204.6086956521739	1	5.274963703031238
29	-0.8139081520653051	0.1434935680544463	0.018642625341486613	-0.10157554206250874	0	204.6086956521739	1	5.274963703031238
30	-0.8888407950632786	0.1450251901686659	0.01928959643274067	-0.10267208925453693	1	205.65217391304347	1	5.274963703031238
31	-0.8890462469158503	0.1451371814743368	0.019182439327829322	-0.1016762535971318	0	205.65217391304347	1	5.274963703031238
32	-0.9251807645627477	0.14423883394322734	0.01889561279228537	-0.10255365248884316	1	206.69565217391303	1	5.274963703031238
33	-0.9297562946044395	0.14436129925475857	0.01899793574133667	-0.10172781790314334	0	206.69565217391303	1	5.274963703031238
34	-0.8951783734175599	0.14507353173820992	0.01954580665280643	-0.10249483695291581	1	207.73913043478262	1	5.274963703031238
35	-0.8983237981873061	0.14522097352917837	0.019528081417490354	-0.10183497497628209	0	207.73913043478262	1	5.274963703031238
36	-0.8767384829569569	0.14385129568122493	0.01870063520264366	-0.10248597433798487	1	208.78260869565216	1	5.274963703031238
37	-0.8799169408238519	0.14394395035797045	0.018642625340626627	-0.10155942821695692	0	208.78260869565216	1	5.274963703031238
38	-0.9392288262325066	0.14604197455286994	0.019876140586430807	-0.10238526280356718	1	209.82608695652175	1	5.274963703031238
39	-0.940705661306745	0.14610642998052717	0.01988983735993793	-0.10152397775615989	0	209.82608695652175	1	5.274963703031238
40	-0.9338000666490299	0.1460468087081043	0.019394336461075686	-0.10247550033853932	1	210.86956521739134	1	5.274963703031238
41	-0.9360535897186786	0.14611206982842856	0.01948537971578698	-0.10162549498344059	0	210.86956521739134	1	5.274963703031238
42	-0.9068794506978908	0.14597993620060185	0.01957561727639733	-0.1025600980272778	1	211.91304347826087	1	5.274963703031238
43	-0.9099467234294362	0.14606614533641932	0.019651352372705246	-0.10146516222014729	0	211.91304347826087	1	5.274963703031238
44	-0.906644188148556	0.14580671223600594	0.02054325399241324	-0.10247227756904305	1	212.9565217391304	1	5.274963703031238
45	-0.9095664360566157	0.1458365228720272	0.020435291194949547	-0.10166900236689701	0	212.9565217391304	1	5.274963703031238
46	-0.8537464295115659	0.1445852818677069	0.019127652236200183	-0.1022861626528611	1	214.0	1	5.274963703031238
47	-0.8562811388008447	0.14461186973283302	0.01915585147427157	-0.10156506806262057	0	214.0	1	5.274963703031238
48	-0.8527538175249724	0.1455899808574812	0.01949343663914134	-0.10259313141095948	1	215.0	1	5.274963703031238
49	-0.8545255358037096	0.14540547719469263	0.01948699109914174	-0.10158521036976399	0	215.0	1	5.274963703031238
50	-0.7837236857485235	0.144807653094856	0.019863249505581975	-0.10230952772893014	1	215.52631578947367	1	5.274963703031238
51	-0.7861729907608036	0.1449430094972735	0.019845524269941947	-0.10161340959912696	0	215.52631578947367	1	5.274963703031238
52	-0.720172280149517	0.144676325159715	0.01992609352219883	-0.10275829832793228	1	216.05263157894737	1	5.274963703031238
53	-0.732591222679066	0.14477220261054208	0.019947847220565654	-0.10148611021931098	0	216.05263157894737	1	5.274963703031238
54	-0.5859270249536507	0.14398584638507766	0.019685997151408233	-0.10240298803300037	1	216.57894736842104	1	5.274963703031238
55	-0.6699486390344869	0.14449504426846002	0.019909173978812297	-0.10161502098408828	0	216.57894736842104	1	5.274963703031238
56	-0.6748931724545237	0.14417598989904074	0.01937499983978859	-0.10260118833367361	1	217.1052631578947	1	5.274963703031238
57	-0.6886342548379357	0.14445717670425814	0.019645712525719578	-0.10164724867535532	0	217.1052631578947	1	5.274963703031238
58	-0.741956587661382	0.14534424453693354	0.019694054077268562	-0.10235786926531482	1	217.6315789473684	1	5.274963703031238
59	-0.7621279040108127	0.14561092887207863	0.01987694627908993	-0.10166819667435244	0	217.6315789473684	1	5.274963703031238
60	-0.7646497211408553	0.1450413040237828	0.019864860890257886	-0.10245455233898172	1	218.15789473684208	1	5.274963703031238
61	-0.7932389140040741	0.14525481262929485	0.02008320356335118	-0.10169720159647173	0	218.15789473684208	1	5.274963703031238
62	-0.7644998623101881	0.14391091695122288	0.019988937539331612	-0.10242151895559617	1	218.68421052631575	1	5.274963703031238
63	-0.781475803176465	0.14425172502660052	0.02028946084932114	-0.10153203467895155	0	218.68421052631575	1	5.274963703031238
64	-0.7725438962413874	0.14423641686479083	0.01933874367621607	-0.10232000172849222	1	219.2105263157895	1	5.274963703031238
65	-0.8129525994273235	0.1446440974463038	0.019603816514673265	-0.10145952237411797	0	219.2105263157895	1	5.274963703031238
66	-0.812167049524489	0.14504291540974867	0.020086426333998698	-0.10246744341569192	1	219.73684210526315	1	5.274963703031238
67	-0.8219860252429512	0.14517988319368993	0.020182303743724234	-0.10147885898867237	0	219.73684210526315	1	5.274963703031238
68	-0.7646964521069166	0.1451073708373483	0.020188749283802144	-0.10245294095478158	1	220.26315789473685	1	5.274963703031238
69	-0.7883967024015154	0.1451041480662359	0.02008320356330341	-0.1013894271455264	0	220.26315789473685	1	5.274963703031238
70	-0.7999833663776201	0.145456235843769	0.019744007012923233	-0.10263502740955956	1	220.7894736842105	1	5.274963703031238
71	-0.7959178416918892	0.14544334475870246	0.01982538195721788	-0.10164402590579363	0	220.7894736842105	1	5.274963703031238
72	-0.8043244377397524	0.1451951913577424	0.01951438464484585	-0.10238767988001313	1	221.31578947368425	1	5.274963703031238
73	-0.8082763597514514	0.14540869996544895	0.019752063937609463	-0.1015094752952335	0	221.31578947368425	1	5.274963703031238
74	-0.7842425512413808	0.14547073831453258	0.019138126238804315	-0.10261730217947168	1	221.84210526315792	1	5.274963703031238
75	-0.7901547230426976	0.14554405636632287	0.019267842734565	-0.10169156175048474	0	221.84210526315792	1	5.274963703031238
76	-0.7626628836696403	0.1454248138224924	0.019361303066134185	-0.10237559449571837	1	222.3684210526316	1	5.274963703031238
77	-0.7389674688692037	0.14553841651558674	0.01953210988032396	-0.101628717752623	0	222.3684210526316	1	5.274963703031238
78	-0.801089582898671	0.14545462445876925	0.02016860697129893	-0.1023780115728976	1	222.8947368421053	1	5.274963703031238
79	-0.7938705774020386	0.14551907988663748	0.02015732727581811	-0.10159568436970097	0	222.8947368421053	1	5.274963703031238
80	-0.8252192697912274	0.14482457264615747	0.01950713341255847	-0.10266000386998524	1	223.42105263157896	1	5.274963703031238
81	-0.817456421412217	0.14500263076616182	0.019481351252291272	-0.10158682175433267	0	223.42105263157896	1	5.274963703031238
82	-0.8445534777004252	0.14488258253232458	0.020045336016097783	-0.1024577751079247	1	223.94736842105263	1	5.274963703031238
83	-0.8399860060034534	0.14499054537324943	0.020105762954278458	-0.10176568544066768	0	223.94736842105263	1	5.274963703031238
84	-0.867630931742006	0.14559723209530498	0.019474905712793568	-0.10237398311113781	1	224.47368421052633	1	5.274963703031238
85	-0.8403308408660299	0.14583893995030142	0.01974239562900583	-0.10154009160197995	0	224.47368421052633	1	5.274963703031238
86	-0.842759198604348	0.1452201678378639	0.015785639689830554	-0.10239251403399441	1	225.0	1	5.274963703031238
87	-0.8294451272327682	0.14532410221579414	0.01590971633670022	-0.10169559021218172	0	225.0	1	5.274963703031238
88	-0.9035503300714951	0.14420499484130908	0.014779329746467283	-0.10247066618488915	1	227.0	1	5.274963703031238
89	-0.8854947542056454	0.1442541421059783	0.014855064841707635	-0.10177293667113835	0	227.0	1	5.274963703031238
90	-0.9195046659846235	0.1448149043303541	0.015291750181332388	-0.10255929233504184	1	229.00264317180617	1	5.274963703031238
91	-0.8675084738115154	0.14476575706873426	0.015410992673333774	-0.10177857651694308	0	229.00264317180617	1	5.274963703031238
92	-0.9101022217434188	0.1449454265741651	0.01554957178427588	-0.10235706357343802	1	231.0052863436123	1	5.274963703031238
93	-0.9004532443802016	0.14505177803225902	0.015580993792079547	-0.10154331437080887	0	231.0052863436123	1	5.274963703031238
94	-1.0072277101254423	0.14541917397199713	0.015518955468909728	-0.10249000279957958	1	233.0079295154185	1	5.274963703031238
95	-0.9593485918115641	0.14559884347958285	0.015634169497615563	-0.10167705928977343	0	233.0079295154185	1	5.274963703031238
96	-0.970416396652378	0.14579784961495995	0.016062797912741844	-0.102606022487853	1	235.01057268722468	1	5.274963703031238
97	-0.9316537013629405	0.14599846713584064	0.016309339820937206	-0.10172298374952289	0	235.01057268722468	1	5.274963703031238
98	-0.8792957522875727	0.1448592174389779	0.015467391148723853	-0.10254720695106333	1	237.0132158590308	1	5.274963703031238
99	-0.8489179138577176	0.14516296364440648	0.015593884872080212	-0.10174957159441676	0	237.0132158590308	1	5.274963703031238
100	-0.9564972433649868	0.1442098289997914	0.015793696615027535	-0.10248275156883753	1	239.015859030837	1	5.274963703031238
101	-0.9015062847715855	0.14434437970525005	0.015717155826212307	-0.10167625359718996	0	239.015859030837	1	5.274963703031238
102	-0.8744011698795873	0.1441703500491852	0.015473836688452001	-0.10245374664704424	1	241.01850220264316	1	5.274963703031238
103	-0.8088306779645549	0.14419371514212523	0.015488339153645028	-0.10129113268768504	0	241.01850220264316	1	5.274963703031238
104	-0.8746211224282606	0.1446577942247472	0.015456917145624438	-0.10248839141483279	1	243.02114537444933	1	5.274963703031238
105	-0.8001823726960694	0.1448721085247749	0.015573742559674976	-0.10147241345071448	0	243.02114537444933	1	5.274963703031238
106	-0.9115041272585322	0.14585424811434666	0.015663174427922567	-0.10236914895764647	1	245.02378854625553	1	5.274963703031238
107	-0.8291663575112342	0.14597832481523498	0.015792890922277	-0.10159568436925087	0	245.02378854625553	1	5.274963703031238
108	-1.011026553439509	0.1449446208795054	0.014894543774998785	-0.10228293988350391	1	247.02643171806167	1	5.274963703031238
109	-0.9267679799007412	0.14500263076680073	0.015147531222283179	-0.10155137129366279	0	247.02643171806167	1	5.274963703031238
