2.900000000000000000e+02	-2.515600428876883657e-04
2.922222222222222285e+02	-1.625544443853988970e-03
2.944444444444444571e+02	4.687389988644816976e-04
2.966666666666666856e+02	-3.922826831000987666e-04
2.988888888888889142e+02	-2.083536299481241003e-03
3.011111111111110858e+02	2.174851256521485691e-03
3.033333333333333144e+02	7.752575747126374595e-05
3.055555555555555429e+02	6.535136072851550405e-05
3.077777777777777715e+02	-1.915752441570718200e-04
3.100000000000000000e+02	-9.328169984024654599e-04
3.100000000000000000e+02	-6.884240316881392891e-04
3.105044247787610630e+02	4.936289740453674458e-04
3.110088495575221259e+02	-2.211168582083591840e-04
3.115132743362831889e+02	-9.691661314973579622e-04
3.120176991150442518e+02	3.392919267701128292e-04
3.125221238938053148e+02	1.521915937561901908e-04
3.130265486725663777e+02	3.203822150788385951e-03
3.135309734513274407e+02	3.401762886936537846e-05
3.140353982300885036e+02	2.501250310810383725e-04
3.145398230088495666e+02	3.256828396732694897e-04
3.150442477876106295e+02	2.004406040275381797e-03
3.155486725663716925e+02	-5.183319255648306378e-04
3.160530973451327554e+02	-1.650610306972642672e-03
3.165575221238938184e+02	8.336318729551525425e-04
3.170619469026548813e+02	-7.698714749015835821e-06
3.175663716814159443e+02	-6.468887700904698852e-04
3.180707964601770072e+02	1.473356780646038148e-03
3.185752212389380702e+02	9.448159445799564609e-04
3.190796460176991332e+02	8.182200507040885882e-05
3.195840707964601961e+02	7.199371670683510447e-04
3.200884955752212591e+02	2.868299849230429186e-04
3.205929203539823220e+02	2.654691099452289975e-03
3.210973451327433850e+02	-1.574695990613436637e-03
3.216017699115044479e+02	1.029865283812660039e-03
3.221061946902655109e+02	-1.826611118227171229e-03
3.226106194690265738e+02	8.110716518206819705e-04
3.231150442477876368e+02	-2.284963207363844943e-03
3.236194690265486997e+02	-1.191719918300514994e-03
3.241238938053097627e+02	-1.439336966337314465e-03
3.246283185840708256e+02	3.831254814454778605e-05
3.251327433628318317e+02	8.511751339845156699e-04
3.256371681415928947e+02	-2.265447513723753935e-03
3.261415929203539577e+02	-2.839639527836725205e-04
3.266460176991150206e+02	8.885987858975781268e-04
3.271504424778760836e+02	-7.317521480188157474e-04
3.276548672566371465e+02	-1.102017385587840794e-03
3.281592920353982095e+02	-1.649714113191300775e-03
3.286637168141592724e+02	2.843223913917555324e-04
3.291681415929203354e+02	-6.261171201032529002e-04
3.296725663716813983e+02	1.115805166713543890e-03
3.301769911504424613e+02	8.425830986282146920e-04
3.306814159292035242e+02	6.123318812169886239e-04
3.311858407079645872e+02	8.354217894292126833e-04
3.316902654867256501e+02	9.793736630482317330e-04
3.321946902654867131e+02	-5.129622748439417127e-04
3.326991150442477760e+02	9.600348269359841157e-04
3.332035398230088390e+02	-7.720403138109946471e-04
3.337079646017699019e+02	2.605274742855235963e-03
3.342123893805309649e+02	9.666603154821803556e-04
3.347168141592920279e+02	9.682724294574958802e-04
3.352212389380530908e+02	-2.399148228968701592e-05
3.357256637168141538e+02	1.199595365907767542e-03
3.362300884955752167e+02	4.078640774933799010e-04
