# time (ps)	 sum signal (V)	 MOKE (V)	 B plus signal (V) 	 B minus signal (V)
290.0	-0.010271236808486739	-0.0005802854813257152	-0.005425761144906227	-0.004845475663580512
292.22222222222223	-0.008817397542608463	-0.0018869493035322815	-0.005352173423070372	-0.0034652241195380906
294.4444444444445	-0.006949603835971763	0.0003235343111074318	-0.0033130347624321654	-0.0036365690735395972
296.6666666666667	-0.006719534423436091	-0.0011949384809670782	-0.003957236452201585	-0.0027622979712345064
298.8888888888889	-0.00861865858414368	-0.001928841847745888	-0.0052737502159447835	-0.0033449083681988956
301.1111111111111	-0.0073785960192025435	0.0019868560352485076	-0.002695869991977018	-0.0046827260272255256
303.3333333333333	-0.007508226340075641	0.00025263202036152066	-0.00362779715985706	-0.003880429180218581
305.5555555555555	-0.008236577094115738	-4.135894631529524e-05	-0.004138968020215517	-0.004097609073900221
307.77777777777777	-0.007061688540423772	-0.0004961300114454392	-0.0037789092759346055	-0.0032827792644891662
310.0	-0.008329591677438852	-0.0005937983481003606	-0.0044616950127696064	-0.003867896664669246
310.5044247787611	-0.008017967779832436	2.1129600079383692e-05	-0.003998419089876526	-0.00401954868995591
311.0088495575221	-0.008501209341519766	-8.790802823344102e-05	-0.004294558684876604	-0.004206650656643163
311.5132743362832	-0.00930207322507326	-0.0008848366913778438	-0.005093454958225552	-0.004208618266847708
312.01769911504425	-0.005485742474093058	0.0002873684333435378	-0.0025991870203747602	-0.002886555453718298
312.5221238938053	-0.004799286171903283	-0.0003972968605885363	-0.0025982915162459097	-0.0022009946556573734
313.0265486725664	-0.004977615571750027	0.0030485905018544646	-0.0009645125349477812	-0.004013103036802246
313.53097345132744	-0.004576734931619919	-0.00039425696995354365	-0.0024854959507867314	-0.0020912389808331877
314.0353982300885	-0.0037354049979807513	0.00019855981464189654	-0.0017684225916694274	-0.001966982406311324
314.5398230088495	-0.003361560942049202	0.00016991408922040208	-0.0015958234264144	-0.001765737515634802
315.04424778761063	-0.002936331172667339	0.0012457939514740612	-0.0008452686105966389	-0.0020910625620707
315.54867256637175	-0.002672239681080546	-0.0005362361613665545	-0.0016042379212235502	-0.0010680017598569957
316.05309734513276	-0.0014846359411699872	-0.0016407624739289695	-0.0015626992075494783	7.806326637949113e-05
316.5575221238938	-0.0014731773173579654	0.0012257391052843403	-0.00012371910603681258	-0.0013494582113211528
317.0619469026549	-0.0027540611486756017	1.038482242399219e-05	-0.0013718381631258048	-0.001382222985549797
317.56637168141594	0.0005992628076378903	-0.000765774857336643	-8.325602484937633e-05	0.0006825188324872666
318.070796460177	-0.00031619372883429087	0.0016701271143995111	0.0006769666927826101	-0.000993160421616901
318.57522123893807	0.0011444527598074572	0.0007852871343136947	0.0009648699470605759	0.00017958281274688126
319.07964601769913	0.0004889700930066354	4.995269804641822e-05	0.0002694613955265268	0.0002195086974801086
319.58407079646014	0.002067068239785197	0.0008420450534072366	0.0014545566465962168	0.0006125115931889802
320.08849557522126	0.0012330782568192866	-3.240635786028179e-05	0.0006003359494795024	0.0006327423073397842
320.5929203539824	-0.0014089002994754907	0.0024205009309117287	0.000505800315718119	-0.0019147006151936097
321.0973451327434	0.0002660603984712129	-0.0017940258869615366	-0.0007639827442451619	0.0010300431427163748
321.60176991150445	-0.0012626216251256928	0.0007394551194219723	-0.00026158325285186024	-0.0010010383722738325
322.1061946902655	-0.0006370406089759584	-0.0014520497691457024	-0.0010445451890608304	0.000407504580084872
322.6106194690266	-0.0009398044109254489	0.0005562913395908975	-0.00019175653566727568	-0.0007480478752581732
323.11504424778764	-0.001824640467974037	-0.002286216538195829	-0.002055428503084933	0.00023078803511089596
323.6194690265487	-0.001776299841096618	-0.0009068593819414605	-0.0013415796115190393	-0.0004347202295775787
324.12389380530976	-0.0006207465625298614	-0.0014425606265409119	-0.0010316535945353866	0.00041090703200552525
324.62831858407077	-0.0018837265364755051	-0.00016096167945289785	-0.0010223441079642015	-0.0008613824285113036
325.13274336283183	-0.0018914246566763548	0.0006961239274103637	-0.0005976503646329956	-0.0012937742920433593
